Module_ID,Module_Genes,Contains_CHD1L,Contains_DPF2,Network_Score,Quality_Score,Pathway_Name,P_Value,Enrichment_Ratio,Overlap_Size,Pathway_Size,Overlapping_Genes
Module_2,"DPF2, GATA3, PTEN, PIK3CA, EDN1",No,Yes,8857.142857142857,6.2,HALLMARK_APICAL_JUNCTION,0.04901475379144452,20.0,1,200,PTEN
Module_2,"DPF2, GATA3, PTEN, PIK3CA, EDN1",No,Yes,8857.142857142857,6.2,HALLMARK_INFLAMMATORY_RESPONSE,0.04901475379144452,20.0,1,200,EDN1
Module_2,"DPF2, GATA3, PTEN, PIK3CA, EDN1",No,Yes,8857.142857142857,6.2,HALLMARK_KRAS_SIGNALING_DN,0.04901475379144452,20.0,1,200,EDN1
Module_2,"DPF2, GATA3, PTEN, PIK3CA, EDN1",No,Yes,8857.142857142857,6.2,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.04901475379144452,20.0,1,200,EDN1
Module_3,"TYRO3, CD28, AXL",No,No,9.333333333333334,9.333333333333334,HALLMARK_UV_RESPONSE_UP,0.02351442948562835,42.19409282700421,1,158,TYRO3
Module_3,"TYRO3, CD28, AXL",No,No,9.333333333333334,9.333333333333334,HALLMARK_ALLOGRAFT_REJECTION,0.02970247027106641,33.33333333333333,1,200,CD28
Module_3,"TYRO3, CD28, AXL",No,No,9.333333333333334,9.333333333333334,HALLMARK_INFLAMMATORY_RESPONSE,0.02970247027106641,33.33333333333333,1,200,AXL
Module_4,"EPHA2, BTN2A2, DLG1",No,No,7.333333333333333,7.333333333333333,HALLMARK_UV_RESPONSE_DN,0.021445917839921308,46.2962962962963,1,144,DLG1
Module_4,"EPHA2, BTN2A2, DLG1",No,No,7.333333333333333,7.333333333333333,HALLMARK_MITOTIC_SPINDLE,0.02955544064267288,33.50083752093802,1,199,DLG1
Module_4,"EPHA2, BTN2A2, DLG1",No,No,7.333333333333333,7.333333333333333,HALLMARK_APICAL_JUNCTION,0.02970247027106641,33.33333333333333,1,200,DLG1
Module_4,"EPHA2, BTN2A2, DLG1",No,No,7.333333333333333,7.333333333333333,HALLMARK_P53_PATHWAY,0.02970247027106641,33.33333333333333,1,200,EPHA2
Module_4,"EPHA2, BTN2A2, DLG1",No,No,7.333333333333333,7.333333333333333,HALLMARK_XENOBIOTIC_METABOLISM,0.02970247027106641,33.33333333333333,1,200,EPHA2
Module_5,"LRRK2, SFRP2, GPC3",No,No,6.666666666666667,6.666666666666667,HALLMARK_GLYCOLYSIS,0.02970247027106641,33.33333333333333,1,200,GPC3
Module_5,"LRRK2, SFRP2, GPC3",No,No,6.666666666666667,6.666666666666667,HALLMARK_HYPOXIA,0.02970247027106641,33.33333333333333,1,200,GPC3
Module_5,"LRRK2, SFRP2, GPC3",No,No,6.666666666666667,6.666666666666667,HALLMARK_INFLAMMATORY_RESPONSE,0.02970247027106641,33.33333333333333,1,200,GPC3
Module_6,"RAD50, RAD51, RAD51B",No,No,6.666666666666667,6.666666666666667,HALLMARK_DNA_REPAIR,0.022332780155242076,44.44444444444444,1,150,RAD51
Module_6,"RAD50, RAD51, RAD51B",No,No,6.666666666666667,6.666666666666667,HALLMARK_E2F_TARGETS,0.02970247027106641,33.33333333333333,1,200,RAD50
Module_7,"TGFB1, FOXA1, EGFR",No,No,6.0,6.0,HALLMARK_ALLOGRAFT_REJECTION,0.0002965445301936519,66.66666666666666,2,200,"EGFR, TGFB1"
Module_7,"TGFB1, FOXA1, EGFR",No,No,6.0,6.0,HALLMARK_TGF_BETA_SIGNALING,0.008078552532617165,123.45679012345677,1,54,TGFB1
Module_7,"TGFB1, FOXA1, EGFR",No,No,6.0,6.0,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.012993961702521244,76.62835249042146,1,87,TGFB1
Module_7,"TGFB1, FOXA1, EGFR",No,No,6.0,6.0,HALLMARK_PROTEIN_SECRETION,0.014331703755652632,69.44444444444444,1,96,EGFR
Module_7,"TGFB1, FOXA1, EGFR",No,No,6.0,6.0,HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.015668236521397115,63.49206349206349,1,105,EGFR
Module_7,"TGFB1, FOXA1, EGFR",No,No,6.0,6.0,HALLMARK_APICAL_JUNCTION,0.02970247027106641,33.33333333333333,1,200,EGFR
Module_7,"TGFB1, FOXA1, EGFR",No,No,6.0,6.0,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.02970247027106641,33.33333333333333,1,200,TGFB1
Module_7,"TGFB1, FOXA1, EGFR",No,No,6.0,6.0,HALLMARK_G2M_CHECKPOINT,0.02970247027106641,33.33333333333333,1,200,TGFB1
Module_7,"TGFB1, FOXA1, EGFR",No,No,6.0,6.0,HALLMARK_GLYCOLYSIS,0.02970247027106641,33.33333333333333,1,200,EGFR
Module_7,"TGFB1, FOXA1, EGFR",No,No,6.0,6.0,HALLMARK_HYPOXIA,0.02970247027106641,33.33333333333333,1,200,EGFR
Module_7,"TGFB1, FOXA1, EGFR",No,No,6.0,6.0,HALLMARK_MYOGENESIS,0.02970247027106641,33.33333333333333,1,200,TGFB1
Module_7,"TGFB1, FOXA1, EGFR",No,No,6.0,6.0,HALLMARK_P53_PATHWAY,0.02970247027106641,33.33333333333333,1,200,TGFB1
Module_8,"WNT5A, CD44, STK4",No,No,6.0,6.0,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0002965445301936519,66.66666666666666,2,200,"CD44, WNT5A"
Module_8,"WNT5A, CD44, STK4",No,No,6.0,6.0,HALLMARK_NOTCH_SIGNALING,0.004792563348497784,208.33333333333331,1,32,WNT5A
Module_8,"WNT5A, CD44, STK4",No,No,6.0,6.0,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.012993961702521244,76.62835249042146,1,87,CD44
Module_8,"WNT5A, CD44, STK4",No,No,6.0,6.0,HALLMARK_APOPTOSIS,0.02395730239642791,41.40786749482402,1,161,CD44
Module_8,"WNT5A, CD44, STK4",No,No,6.0,6.0,HALLMARK_IL2_STAT5_SIGNALING,0.02955544064267288,33.50083752093802,1,199,CD44
Module_8,"WNT5A, CD44, STK4",No,No,6.0,6.0,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02970247027106641,33.33333333333333,1,200,CD44
Module_8,"WNT5A, CD44, STK4",No,No,6.0,6.0,HALLMARK_ESTROGEN_RESPONSE_LATE,0.02970247027106641,33.33333333333333,1,200,CD44
Module_8,"WNT5A, CD44, STK4",No,No,6.0,6.0,HALLMARK_GLYCOLYSIS,0.02970247027106641,33.33333333333333,1,200,CD44
Module_8,"WNT5A, CD44, STK4",No,No,6.0,6.0,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.02970247027106641,33.33333333333333,1,200,CD44
Module_9,"PRKDC, POLN, H2AX, KAT5, BRCA2",No,No,6.0,6.0,HALLMARK_E2F_TARGETS,9.706963744642001e-06,60.0,3,200,"BRCA2, PRKDC, H2AX"
Module_9,"PRKDC, POLN, H2AX, KAT5, BRCA2",No,No,6.0,6.0,HALLMARK_G2M_CHECKPOINT,0.0009754910012485761,40.0,2,200,"BRCA2, H2AX"
Module_9,"PRKDC, POLN, H2AX, KAT5, BRCA2",No,No,6.0,6.0,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.027935335638532195,35.39823008849558,1,113,H2AX
Module_9,"PRKDC, POLN, H2AX, KAT5, BRCA2",No,No,6.0,6.0,HALLMARK_UV_RESPONSE_UP,0.0388846381647219,25.31645569620253,1,158,H2AX
Module_9,"PRKDC, POLN, H2AX, KAT5, BRCA2",No,No,6.0,6.0,HALLMARK_MITOTIC_SPINDLE,0.04877455747762695,20.100502512562816,1,199,BRCA2
Module_10,"CDK1, BABAM1, ABRAXAS1, BRCC3, BABAM2",No,No,5.6,5.6,HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.025978388927988864,38.095238095238095,1,105,CDK1
Module_10,"CDK1, BABAM1, ABRAXAS1, BRCC3, BABAM2",No,No,5.6,5.6,HALLMARK_SPERMATOGENESIS,0.03330072538459622,29.629629629629633,1,135,CDK1
Module_10,"CDK1, BABAM1, ABRAXAS1, BRCC3, BABAM2",No,No,5.6,5.6,HALLMARK_MITOTIC_SPINDLE,0.04877455747762695,20.100502512562816,1,199,CDK1
Module_10,"CDK1, BABAM1, ABRAXAS1, BRCC3, BABAM2",No,No,5.6,5.6,HALLMARK_E2F_TARGETS,0.04901475379144452,20.0,1,200,CDK1
Module_10,"CDK1, BABAM1, ABRAXAS1, BRCC3, BABAM2",No,No,5.6,5.6,HALLMARK_G2M_CHECKPOINT,0.04901475379144452,20.0,1,200,CDK1
Module_10,"CDK1, BABAM1, ABRAXAS1, BRCC3, BABAM2",No,No,5.6,5.6,HALLMARK_GLYCOLYSIS,0.04901475379144452,20.0,1,200,CDK1
Module_11,"BCL2, ARAF, VEGFA",No,No,5.333333333333333,5.333333333333333,HALLMARK_HYPOXIA,0.0002965445301936519,66.66666666666666,2,200,"VEGFA, BCL2"
Module_11,"BCL2, ARAF, VEGFA",No,No,5.333333333333333,5.333333333333333,HALLMARK_ANGIOGENESIS,0.005390554883325275,185.1851851851852,1,36,VEGFA
Module_11,"BCL2, ARAF, VEGFA",No,No,5.333333333333333,5.333333333333333,HALLMARK_HEDGEHOG_SIGNALING,0.005390554883325275,185.1851851851852,1,36,VEGFA
Module_11,"BCL2, ARAF, VEGFA",No,No,5.333333333333333,5.333333333333333,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.01685525088228373,58.99705014749262,1,113,VEGFA
Module_11,"BCL2, ARAF, VEGFA",No,No,5.333333333333333,5.333333333333333,HALLMARK_IL2_STAT5_SIGNALING,0.02955544064267288,33.50083752093802,1,199,BCL2
Module_11,"BCL2, ARAF, VEGFA",No,No,5.333333333333333,5.333333333333333,HALLMARK_ADIPOGENESIS,0.02970247027106641,33.33333333333333,1,200,ARAF
Module_11,"BCL2, ARAF, VEGFA",No,No,5.333333333333333,5.333333333333333,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.02970247027106641,33.33333333333333,1,200,VEGFA
Module_11,"BCL2, ARAF, VEGFA",No,No,5.333333333333333,5.333333333333333,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02970247027106641,33.33333333333333,1,200,BCL2
Module_11,"BCL2, ARAF, VEGFA",No,No,5.333333333333333,5.333333333333333,HALLMARK_ESTROGEN_RESPONSE_LATE,0.02970247027106641,33.33333333333333,1,200,BCL2
Module_11,"BCL2, ARAF, VEGFA",No,No,5.333333333333333,5.333333333333333,HALLMARK_GLYCOLYSIS,0.02970247027106641,33.33333333333333,1,200,VEGFA
Module_11,"BCL2, ARAF, VEGFA",No,No,5.333333333333333,5.333333333333333,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.02970247027106641,33.33333333333333,1,200,VEGFA
Module_12,"WNT7A, SOST, DVL1",No,No,5.333333333333333,5.333333333333333,HALLMARK_KRAS_SIGNALING_UP,0.02970247027106641,33.33333333333333,1,200,WNT7A
Module_13,"PSEN1, PTPRZ1, NCSTN",No,No,5.333333333333333,5.333333333333333,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.0062870929655719785,158.73015873015873,1,42,NCSTN
Module_13,"PSEN1, PTPRZ1, NCSTN",No,No,5.333333333333333,5.333333333333333,HALLMARK_APOPTOSIS,0.02395730239642791,41.40786749482402,1,161,PSEN1
Module_13,"PSEN1, PTPRZ1, NCSTN",No,No,5.333333333333333,5.333333333333333,HALLMARK_COMPLEMENT,0.02970247027106641,33.33333333333333,1,200,PSEN1
Module_13,"PSEN1, PTPRZ1, NCSTN",No,No,5.333333333333333,5.333333333333333,HALLMARK_INFLAMMATORY_RESPONSE,0.02970247027106641,33.33333333333333,1,200,PSEN1
Module_14,"LIG4, NR4A2, SIAH1",No,No,5.333333333333333,5.333333333333333,HALLMARK_PEROXISOME,0.01551979258093345,64.1025641025641,1,104,SIAH1
Module_14,"LIG4, NR4A2, SIAH1",No,No,5.333333333333333,5.333333333333333,HALLMARK_KRAS_SIGNALING_DN,0.02970247027106641,33.33333333333333,1,200,NR4A2
Module_14,"LIG4, NR4A2, SIAH1",No,No,5.333333333333333,5.333333333333333,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.02970247027106641,33.33333333333333,1,200,NR4A2
Module_15,"PRKCG, DNAH11, SLC8A2",No,No,5.333333333333333,5.333333333333333,HALLMARK_ALLOGRAFT_REJECTION,0.02970247027106641,33.33333333333333,1,200,PRKCG
Module_16,"DPF2, FOXA1, GATA3",No,Yes,466.6666666666667,4.666666666666667,HALLMARK_APICAL_SURFACE,0.006585819224780646,151.5151515151515,1,44,GATA3
Module_16,"DPF2, FOXA1, GATA3",No,Yes,466.6666666666667,4.666666666666667,HALLMARK_COMPLEMENT,0.02970247027106641,33.33333333333333,1,200,GATA3
Module_17,"DPF2, FOXA1, GATA3",No,Yes,466.6666666666667,4.666666666666667,HALLMARK_APICAL_SURFACE,0.006585819224780646,151.5151515151515,1,44,GATA3
Module_17,"DPF2, FOXA1, GATA3",No,Yes,466.6666666666667,4.666666666666667,HALLMARK_COMPLEMENT,0.02970247027106641,33.33333333333333,1,200,GATA3
Module_18,"CHD1L, FOXA1, GATA3",Yes,No,466.6666666666667,4.666666666666667,HALLMARK_APICAL_SURFACE,0.006585819224780646,151.5151515151515,1,44,GATA3
Module_18,"CHD1L, FOXA1, GATA3",Yes,No,466.6666666666667,4.666666666666667,HALLMARK_COMPLEMENT,0.02970247027106641,33.33333333333333,1,200,GATA3
Module_19,"CHD1L, FOXA1, GATA3",Yes,No,466.6666666666667,4.666666666666667,HALLMARK_APICAL_SURFACE,0.006585819224780646,151.5151515151515,1,44,GATA3
Module_19,"CHD1L, FOXA1, GATA3",Yes,No,466.6666666666667,4.666666666666667,HALLMARK_COMPLEMENT,0.02970247027106641,33.33333333333333,1,200,GATA3
Module_20,"TPTE2, OCRL, SYNJ2, MTMR2",No,No,5.0,5.0,HALLMARK_PROTEIN_SECRETION,0.019063621365261067,52.083333333333336,1,96,OCRL
Module_20,"TPTE2, OCRL, SYNJ2, MTMR2",No,No,5.0,5.0,HALLMARK_UV_RESPONSE_DN,0.028492564229398058,34.72222222222222,1,144,SYNJ2
Module_21,"CTNNB1, TBX1, SRF",No,No,4.666666666666667,4.666666666666667,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.0062870929655719785,158.73015873015873,1,42,CTNNB1
Module_21,"CTNNB1, TBX1, SRF",No,No,4.666666666666667,4.666666666666667,HALLMARK_TGF_BETA_SIGNALING,0.008078552532617165,123.45679012345677,1,54,CTNNB1
Module_21,"CTNNB1, TBX1, SRF",No,No,4.666666666666667,4.666666666666667,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.011059531599591483,90.09009009009009,1,74,CTNNB1
Module_21,"CTNNB1, TBX1, SRF",No,No,4.666666666666667,4.666666666666667,HALLMARK_ANDROGEN_RESPONSE,0.015074371218594349,66.006600660066,1,101,SRF
Module_21,"CTNNB1, TBX1, SRF",No,No,4.666666666666667,4.666666666666667,HALLMARK_APOPTOSIS,0.02395730239642791,41.40786749482402,1,161,CTNNB1
Module_22,"NTRK2, TPTE, INPP5F",No,No,4.666666666666667,4.666666666666667,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02970247027106641,33.33333333333333,1,200,INPP5F
Module_23,"MRE11, SMCHD1, XRCC4",No,No,4.666666666666667,4.666666666666667,HALLMARK_E2F_TARGETS,0.02970247027106641,33.33333333333333,1,200,MRE11
Module_24,"SYK, FGF1, BCAS3",No,No,4.666666666666667,4.666666666666667,HALLMARK_APICAL_JUNCTION,0.02970247027106641,33.33333333333333,1,200,SYK
Module_25,"GBA1, TNFRSF21, ATN1",No,No,4.666666666666667,4.666666666666667,HALLMARK_ANGIOGENESIS,0.005390554883325275,185.1851851851852,1,36,TNFRSF21
Module_25,"GBA1, TNFRSF21, ATN1",No,No,4.666666666666667,4.666666666666667,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.012993961702521244,76.62835249042146,1,87,TNFRSF21
Module_25,"GBA1, TNFRSF21, ATN1",No,No,4.666666666666667,4.666666666666667,HALLMARK_IL2_STAT5_SIGNALING,0.02955544064267288,33.50083752093802,1,199,TNFRSF21
Module_26,"ACTR8, TDP1, RAD52",No,No,4.666666666666667,4.666666666666667,HALLMARK_DNA_REPAIR,0.022332780155242076,44.44444444444444,1,150,RAD52
Module_27,"DAB2IP, SMAD7, SPRY1",No,No,4.666666666666667,4.666666666666667,HALLMARK_TGF_BETA_SIGNALING,0.008078552532617165,123.45679012345677,1,54,SMAD7
Module_27,"DAB2IP, SMAD7, SPRY1",No,No,4.666666666666667,4.666666666666667,HALLMARK_UV_RESPONSE_DN,0.021445917839921308,46.2962962962963,1,144,SMAD7
Module_27,"DAB2IP, SMAD7, SPRY1",No,No,4.666666666666667,4.666666666666667,HALLMARK_APOPTOSIS,0.02395730239642791,41.40786749482402,1,161,SMAD7
Module_28,"WNT1, JUP, EDA",No,No,4.666666666666667,4.666666666666667,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.0062870929655719785,158.73015873015873,1,42,WNT1
Module_28,"WNT1, JUP, EDA",No,No,4.666666666666667,4.666666666666667,HALLMARK_APICAL_JUNCTION,0.02970247027106641,33.33333333333333,1,200,JUP
Module_28,"WNT1, JUP, EDA",No,No,4.666666666666667,4.666666666666667,HALLMARK_KRAS_SIGNALING_UP,0.02970247027106641,33.33333333333333,1,200,JUP
Module_28,"WNT1, JUP, EDA",No,No,4.666666666666667,4.666666666666667,HALLMARK_XENOBIOTIC_METABOLISM,0.02970247027106641,33.33333333333333,1,200,JUP
Module_29,"EPGN, GRB2, PDPK1",No,No,4.666666666666667,4.666666666666667,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.012993961702521244,76.62835249042146,1,87,GRB2
Module_29,"EPGN, GRB2, PDPK1",No,No,4.666666666666667,4.666666666666667,HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.015668236521397115,63.49206349206349,1,105,GRB2
Module_29,"EPGN, GRB2, PDPK1",No,No,4.666666666666667,4.666666666666667,HALLMARK_COMPLEMENT,0.02970247027106641,33.33333333333333,1,200,GRB2
Module_30,"FEN1, RNF168, LIG3",No,No,4.666666666666667,4.666666666666667,HALLMARK_DNA_REPAIR,0.022332780155242076,44.44444444444444,1,150,FEN1
Module_30,"FEN1, RNF168, LIG3",No,No,4.666666666666667,4.666666666666667,HALLMARK_UV_RESPONSE_UP,0.02351442948562835,42.19409282700421,1,158,FEN1
Module_30,"FEN1, RNF168, LIG3",No,No,4.666666666666667,4.666666666666667,HALLMARK_G2M_CHECKPOINT,0.02970247027106641,33.33333333333333,1,200,LIG3
Module_31,"RAMP2, APLNR, SOX18",No,No,4.666666666666667,4.666666666666667,HALLMARK_INFLAMMATORY_RESPONSE,0.02970247027106641,33.33333333333333,1,200,APLNR
Module_31,"RAMP2, APLNR, SOX18",No,No,4.666666666666667,4.666666666666667,HALLMARK_MYOGENESIS,0.02970247027106641,33.33333333333333,1,200,APLNR
Module_32,"UBE3A, DMC1, SPO11, MSH4",No,No,4.0,4.0,HALLMARK_SPERMATOGENESIS,0.026729837611260566,37.03703703703704,1,135,DMC1
Module_33,"ITGA4, IFNA8, IFNA17, IFNW1, IFNA4, IFNK, IFNA14, IFNA5, IFNA21, IFNA16",No,No,3.6,3.6,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04266770410483212,22.98850574712644,1,87,ITGA4
Module_34,"PAX6, HDAC1, FOXP1",No,No,5.0,3.333333333333333,HALLMARK_PANCREAS_BETA_CELLS,0.005988306826033346,166.66666666666666,1,40,PAX6
Module_34,"PAX6, HDAC1, FOXP1",No,No,5.0,3.333333333333333,HALLMARK_TGF_BETA_SIGNALING,0.008078552532617165,123.45679012345677,1,54,HDAC1
Module_35,"RET, ERBB2, ERBB3",No,No,3.3333333333333335,3.3333333333333335,HALLMARK_APOPTOSIS,0.00019218554687409488,82.81573498964804,2,161,"ERBB2, ERBB3"
Module_35,"RET, ERBB2, ERBB3",No,No,3.3333333333333335,3.3333333333333335,HALLMARK_UV_RESPONSE_DN,0.021445917839921308,46.2962962962963,1,144,ERBB2
Module_35,"RET, ERBB2, ERBB3",No,No,3.3333333333333335,3.3333333333333335,HALLMARK_UV_RESPONSE_UP,0.02351442948562835,42.19409282700421,1,158,RET
Module_35,"RET, ERBB2, ERBB3",No,No,3.3333333333333335,3.3333333333333335,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02970247027106641,33.33333333333333,1,200,RET
Module_35,"RET, ERBB2, ERBB3",No,No,3.3333333333333335,3.3333333333333335,HALLMARK_ESTROGEN_RESPONSE_LATE,0.02970247027106641,33.33333333333333,1,200,RET
Module_35,"RET, ERBB2, ERBB3",No,No,3.3333333333333335,3.3333333333333335,HALLMARK_MYOGENESIS,0.02970247027106641,33.33333333333333,1,200,ERBB3
Module_36,"SHANK3, ATXN1, BBS4",No,No,3.3333333333333335,3.3333333333333335,HALLMARK_PEROXISOME,0.01551979258093345,64.1025641025641,1,104,ATXN1
Module_36,"SHANK3, ATXN1, BBS4",No,No,3.3333333333333335,3.3333333333333335,HALLMARK_BILE_ACID_METABOLISM,0.01670692630339013,59.52380952380952,1,112,ATXN1
Module_36,"SHANK3, ATXN1, BBS4",No,No,3.3333333333333335,3.3333333333333335,HALLMARK_UV_RESPONSE_DN,0.021445917839921308,46.2962962962963,1,144,ATXN1
Module_37,"PDGFRA, EPHA5, FLT1",No,No,3.3333333333333335,3.3333333333333335,HALLMARK_KRAS_SIGNALING_DN,0.02970247027106641,33.33333333333333,1,200,EPHA5
Module_38,"CD3E, BBS7, INTU, IFT172",No,No,3.3333333333333335,3.3333333333333335,HALLMARK_ALLOGRAFT_REJECTION,0.03940690123314441,25.0,1,200,CD3E
Module_39,"NABP2, MORF4L1, INIP, RFWD3, NABP1",No,No,3.2,3.2,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.027935335638532195,35.39823008849558,1,113,NABP1
Module_39,"NABP2, MORF4L1, INIP, RFWD3, NABP1",No,No,3.2,3.2,HALLMARK_ADIPOGENESIS,0.04901475379144452,20.0,1,200,NABP1
Module_40,"ENDOG, CAT, GH1, AGT",No,No,3.0,3.0,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.009764773484534717,102.04081632653062,1,49,CAT
Module_40,"ENDOG, CAT, GH1, AGT",No,No,3.0,3.0,HALLMARK_PEROXISOME,0.020639857669666882,48.07692307692308,1,104,CAT
Module_40,"ENDOG, CAT, GH1, AGT",No,No,3.0,3.0,HALLMARK_BILE_ACID_METABOLISM,0.022214193606094026,44.642857142857146,1,112,CAT
Module_40,"ENDOG, CAT, GH1, AGT",No,No,3.0,3.0,HALLMARK_ADIPOGENESIS,0.03940690123314441,25.0,1,200,CAT
Module_40,"ENDOG, CAT, GH1, AGT",No,No,3.0,3.0,HALLMARK_HEME_METABOLISM,0.03940690123314441,25.0,1,200,CAT
Module_40,"ENDOG, CAT, GH1, AGT",No,No,3.0,3.0,HALLMARK_XENOBIOTIC_METABOLISM,0.03940690123314441,25.0,1,200,CAT
Module_41,"AR, ETNK2, HELT, TAL2",No,No,3.0,3.0,HALLMARK_BILE_ACID_METABOLISM,0.022214193606094026,44.642857142857146,1,112,AR
Module_41,"AR, ETNK2, HELT, TAL2",No,No,3.0,3.0,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03940690123314441,25.0,1,200,AR
Module_42,"DCN, LAMB3, ATRNL1, LAMB4",No,No,3.0,3.0,HALLMARK_APOPTOSIS,0.03181562485952424,31.055900621118013,1,161,DCN
Module_42,"DCN, LAMB3, ATRNL1, LAMB4",No,No,3.0,3.0,HALLMARK_APICAL_JUNCTION,0.03940690123314441,25.0,1,200,LAMB3
Module_42,"DCN, LAMB3, ATRNL1, LAMB4",No,No,3.0,3.0,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03940690123314441,25.0,1,200,DCN
Module_42,"DCN, LAMB3, ATRNL1, LAMB4",No,No,3.0,3.0,HALLMARK_GLYCOLYSIS,0.03940690123314441,25.0,1,200,DCN
Module_42,"DCN, LAMB3, ATRNL1, LAMB4",No,No,3.0,3.0,HALLMARK_HYPOXIA,0.03940690123314441,25.0,1,200,DCN
Module_42,"DCN, LAMB3, ATRNL1, LAMB4",No,No,3.0,3.0,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.03940690123314441,25.0,1,200,LAMB3
Module_43,"TAOK3, CAMKK2, TAOK2, TAOK1",No,No,3.0,3.0,HALLMARK_ANDROGEN_RESPONSE,0.02004899183715964,49.504950495049506,1,101,CAMKK2
Module_43,"TAOK3, CAMKK2, TAOK2, TAOK1",No,No,3.0,3.0,HALLMARK_MITOTIC_SPINDLE,0.03921281261342466,25.125628140703515,1,199,TAOK2
Module_43,"TAOK3, CAMKK2, TAOK2, TAOK1",No,No,3.0,3.0,HALLMARK_APICAL_JUNCTION,0.03940690123314441,25.0,1,200,TAOK2
Module_44,"NRXN2, SLITRK5, BBS1, SLC7A11",No,No,3.0,3.0,HALLMARK_APICAL_JUNCTION,0.03940690123314441,25.0,1,200,NRXN2
